"BOM","OID","OIDParentPart","PartNumber","Mfg","Name","Class","Supplier","Note"
"True","1",,,,"32mm Hinge Clip","15",,
"True","3","21",,,"550.0","13",,
"True","8","21",,,"500.0","13",,
"True","9","22",,,"21.0","13",,
"True","10","21",,,"450.0","13",,
"True","11","21",,,"400.0","13",,
"True","12","21",,,"350.0","13",,
"True","13","21",,,"300.0","13",,
"True","14","21",,,"270.0","13",,
"True","15","21",,,"600.0","13",,
"True","16","21",,,"650.0","13",,
"True","17","0",,,"1","24",,
"True","18","0",,,"1.1","24",,
"False","19","22",,,"18.0","13",,
"False","21","0",,,"Blum Tandem 560","25",,
"False","22","0",,,"Blum Tandem 562","25",,
"False","23","26",,,"500.0","13",,
"False","24","26",,,"520.0","13",,
"False","25","26",,,"550.0","13",,
"False","26","0",,,"Hettich Quaddro Innotech","25",,
"False","27","436",,,"350.0","13",,
"False","28","436",,,"400.0","13",,
"False","29","436",,,"450.0","13",,
"False","30","436",,,"500.0","13",,
"False","31","436",,,"550.0","13",,
"False","32","437",,,"270.0","13",,
"False","33","437",,,"300.0","13",,
"False","34","437",,,"350.0","13",,
"False","35","437",,,"400.0","13",,
"False","36","437",,,"450.0","13",,
"False","37","437",,,"500.0","13",,
"False","38","437",,,"550.0","13",,
"False","39","437",,,"600.0","13",,
"False","40","437",,,"650.0","13",,
"False","41","0",,,"Drawer Front","35",,
"False","42","0",,,"Top Hinge Clip","15",,
"False","46","0",,,"Hettich Quadro V6","25",,
"False","47","26",,,"280.0","13",,
"False","48","46",,,"300.0","13",,
"False","49","46",,,"320.0","13",,
"False","50","46",,,"350.0","13",,
"False","51","46",,,"380.0","13",,
"False","52","46",,,"400.0","13",,
"False","53","46",,,"420.0","13",,
"False","54","46",,,"450.0","13",,
"False","55","46",,,"480.0","13",,
"False","56","46",,,"500.0","13",,
"False","57","46",,,"520.0","13",,
"False","58","46",,,"550.0","13",,
"False","59","46",,,"580.0","13",,
"False","60","46",,,"600.0","13",,
"False","73","0",,,"Blum 32mm Hinge","28",,
"False","74","437",,,"69.0","29",,
"False","75","437",,,"550.0","30",,
"False","76","0",,,"Leveler Leg","31",,
"False","77","437",,,"84.0","26",,
"False","78","0",,,"96-128","33",,
"False","79","0",,,"Salice Futura 6555","25",,
"False","80","79",,,"550.0","13",,
"False","81","0",,,"Blum Tandem 563","25",,
"False","82","81",,,"9.0","13",,
"False","83","81",,,"12.0","13",,
"False","84","81",,,"15.0","13",,
"False","85","81",,,"18.0","13",,
"False","86","81",,,"21.0","13",,
"False","87","438",,,"250.0","13",,
"False","88","438",,,"300.0","13",,
"False","89","438",,,"350.0","13",,
"False","90","438",,,"400.0","13",,
"False","91","438",,,"450.0","13",,
"False","92","438",,,"500.0","13",,
"False","93","438",,,"550.0","13",,
"False","94","438",,,"600.0","13",,
"False","95","438",,,"650.0","13",,
"False","96","79",,,"600.0","13",,
"False","97","79",,,"450.0","13",,
"False","98","79",,,"470.0","13",,
"False","99","79",,,"500.0","13",,
"False","100","79",,,"300.0","13",,
"False","101","79",,,"350.0","13",,
"False","102","79",,,"400.0","13",,
"False","103","79",,,"250.0","13",,
"False","104","79",,,"270.0","13",,
"False","105","436",,,"55.0","29",,
"False","106","436",,,"87.0","29",,
"False","107","436",,,"119.0","29",,
"False","108","436",,,"151.0","29",,
"False","109","436",,,"55.0","26",,
"False","110","436",,,"87.0","26",,
"False","111","436",,,"119.0","26",,
"False","112","436",,,"151.0","26",,
"False","113","436",,,"270.0","30",,
"False","114","436",,,"300.0","30",,
"False","115","436",,,"350.0","30",,
"False","116","436",,,"400.0","30",,
"False","117","436",,,"450.0","30",,
"False","118","436",,,"500.0","30",,
"False","119","436",,,"550.0","30",,
"False","120","437",,,"84.0","29",,
"False","121","437",,,"199.0","29",,
"False","122","437",,,"135.0","29",,
"False","123","437",,,"135.0","26",,
"False","124","437",,,"199.0","26",,
"False","125","437",,,"69.0","26",,
"False","126","439",,,"69.0","29",,
"False","127","439",,,"92.0","29",,
"False","128","439",,,"157.0","29",,
"False","129","439",,,"180.0","29",,
"False","130","439",,,"69.0","26",,
"False","131","439",,,"92.0","26",,
"False","132","439",,,"157.0","26",,
"False","133","439",,,"180.0","26",,
"False","134","439",,,"270.0","13",,
"False","135","439",,,"300.0","13",,
"False","136","439",,,"350.0","13",,
"False","137","439",,,"400.0","13",,
"False","138","439",,,"450.0","13",,
"False","139","439",,,"500.0","13",,
"False","140","439",,,"550.0","13",,
"False","141","439",,,"600.0","13",,
"False","142","439",,,"650.0","13",,
"False","143","440",,,"63.0","29",,
"False","144","440",,,"270.0","30",,
"False","145","440",,,"63.0","26",,
"False","146","440",,,"270.0","13",,
"False","147","440",,,"350.0","13",,
"False","148","440",,,"400.0","13",,
"False","149","440",,,"450.0","13",,
"False","150","440",,,"500.0","13",,
"False","151","440",,,"550.0","13",,
"False","152","440",,,"600.0","13",,
"False","153","440",,,"148.0","29",,
"False","154","440",,,"148.0","26",,
"False","155","440",,,"212.0","26",,
"False","156","440",,,"212.0","29",,
"False","157","440",,,"350.0","30",,
"False","158","440",,,"400.0","30",,
"False","159","440",,,"450.0","30",,
"False","160","440",,,"500.0","30",,
"False","161","440",,,"550.0","30",,
"False","162","440",,,"600.0","30",,
"False","163","0",,,"Drawer Box Front","35",,
"False","164","22",,,"15.0","13",,
"False","165","22",,,"12.0","13",,
"False","166","189",,,"22.0","13",,
"False","167","189",,,"24.0","13",,
"False","168","189",,,"26.0","13",,
"False","169","189",,,"28.0","13",,
"False","170","189",,,"12.0","13",,
"False","171","189",,,"14.0","13",,
"False","172","189",,,"16.0","13",,
"False","173","189",,,"18.0","13",,
"False","174","189",,,"20.0","13",,
"False","175","189",,,"22.0","32",,
"False","176","189",,,"18.0","32",,
"False","177","189",,,"20.0","32",,
"False","178","189",,,"24.0","32",,
"False","179","189",,,"26.0","32",,
"False","180","189",,,"28.0","32",,
"False","181","189",,,"10.0","32",,
"False","182","189",,,"12.0","32",,
"False","183","189",,,"14.0","32",,
"False","184","189",,,"16.0","32",,
"False","185","0",,,"Blind Corner Hinge Clip","15",,
"False","186","0",,,"Bifold Hinge","28",,
"False","187","0",,,"None","28",,
"False","188","0",,,"None","15",,
"False","189","0",,,"Accuride 3832 imp","25",,
"False","190","0",,,"Accuride 301-2590 HD Pantry","25",,
"False","191","190",,,"22.0","13",,
"False","192","190",,,"12.0","13",,
"False","193","190",,,"14.0","13",,
"False","194","190",,,"16.0","13",,
"False","195","190",,,"18.0","13",,
"False","196","190",,,"20.0","13",,
"False","197","190",,,"24.0","13",,
"False","198","190",,,"26.0","13",,
"False","199","190",,,"28.0","13",,
"False","200","190",,,"22.0","30",,
"False","201","190",,,"12.0","30",,
"False","202","190",,,"14.0","30",,
"False","203","190",,,"16.0","30",,
"False","204","190",,,"18.0","30",,
"False","205","190",,,"20.0","30",,
"False","206","190",,,"24.0","30",,
"False","207","190",,,"26.0","30",,
"False","210","0",,,"LD H-Clip","34",,
"False","211","0",,,"LD Channel","34",,
"False","215","0",,,"Blum Movento 760H","25",,
"False","216","215",,,"250.0","13",,
"False","217","215",,,"270.0","13",,
"False","218","215",,,"300.0","13",,
"False","219","215",,,"320.0","13",,
"False","220","215",,,"350.0","13",,
"False","221","215",,,"380.0","13",,
"False","222","215",,,"400.0","13",,
"False","223","215",,,"420.0","13",,
"False","224","215",,,"450.0","13",,
"False","225","215",,,"480.0","13",,
"False","226","215",,,"500.0","13",,
"False","227","215",,,"520.0","13",,
"False","228","215",,,"550.0","13",,
"False","229","215",,,"600.0","13",,
"False","230","0",,,"Fulterer FR777","25",,
"False","231","230",,,"700.0","30",,
"False","232","230",,,"700.0","13",,
"False","234","0",,,"Blum Tandem 569","25",,
"False","235","234",,,"18.0","13",,
"False","236","234",,,"21.0","13",,
"False","237","234",,,"24.0","13",,
"False","238","234",,,"27.0","13",,
"False","239","234",,,"30.0","13",,
"False","240","0",,,"Grass Zbox","25",,
"False","241","240",,,"400.0","13",,
"False","242","240",,,"350.0","13",,
"False","243","240",,,"470.0","13",,
"False","244","240",,,"500.0","13",,
"False","245","240",,,"550.0","13",,
"False","246","240",,,"82.0","26",,
"False","247","240",,,"146.0","26",,
"False","248","240",,,"210.0","26",,
"False","249","240",,,"82.0","29",,
"False","250","240",,,"146.0","29",,
"False","251","240",,,"210.0","29",,
"False","253","189",,,"10.0","13",,
"False","254","189",,,"8.0","13",,
"False","255","189",,,"6.0","13",,
"False","256","189",,,"8.0","32",,
"False","257","189",,,"6.0","32",,
"False","258","0",,,"Grass Nova Pro 920","25",,
"False","259","258",,,"270.0","13",,
"False","260","258",,,"350.0","13",,
"False","261","258",,,"400.0","13",,
"False","262","258",,,"450.0","13",,
"False","263","258",,,"500.0","13",,
"False","264","258",,,"550.0","13",,
"False","265","258",,,"84.0","29",,
"False","266","258",,,"149.0","29",,
"False","267","258",,,"84.0","26",,
"False","268","258",,,"149.0","26",,
"False","269","0",,,"Grass Nova Pro 930","25",,
"False","270","269",,,"400.0","13",,
"False","271","269",,,"450.0","13",,
"False","272","269",,,"500.0","13",,
"False","273","423",,,"275.0","13",,
"False","274","269",,,"181.0","29",,
"False","276","269",,,"116.0","29",,
"False","277","269",,,"116.0","26",,
"False","278","269",,,"181.0","26",,
"False","279","289",,,"270.0","13",,
"False","280","289",,,"300.0","13",,
"False","281","289",,,"350.0","13",,
"False","282","289",,,"400.0","13",,
"False","283","289",,,"450.0","13",,
"False","284","289",,,"500.0","13",,
"False","286","289",,,"600.0","13",,
"False","287","289",,,"650.0","13",,
"False","288","289",,,"550.0","13",,
"False","289","0",,,"Grass Vionaro","25",,
"False","290","289",,,"33.0","29",,
"False","291","289",,,"59.0","29",,
"False","292","289",,,"91.0","29",,
"False","293","289",,,"155.0","29",,
"False","294","289",,,"219.0","29",,
"False","295","289",,,"219.0","26",,
"False","296","289",,,"155.0","26",,
"False","297","289",,,"91.0","26",,
"False","298","289",,,"59.0","26",,
"False","299","289",,,"33.0","26",,
"False","300","0",,,"Accuride 3832 mm","25",,
"False","301","300",,,"300.0","13",,
"False","302","300",,,"350.0","13",,
"False","303","300",,,"400.0","13",,
"False","304","300",,,"450.0","13",,
"False","305","300",,,"500.0","13",,
"False","306","300",,,"550.0","13",,
"False","307","300",,,"600.0","13",,
"False","308","300",,,"650.0","13",,
"False","309","300",,,"300.0","32",,
"False","310","300",,,"350.0","32",,
"False","311","300",,,"400.0","32",,
"False","312","300",,,"450.0","32",,
"False","313","300",,,"500.0","32",,
"False","314","300",,,"550.0","32",,
"False","315","300",,,"600.0","32",,
"False","316","300",,,"650.0","32",,
"False","317","0",,,"Blum Movento 763","25",,
"False","318","317",,,"12.0","13",,
"False","319","317",,,"15.0","13",,
"False","320","317",,,"18.0","13",,
"False","321","317",,,"21.0","13",,
"False","322","317",,,"24.0","13",,
"False","323","0",,,"Blum Movento 769","25",,
"False","324","323",,,"18.0","13",,
"False","325","323",,,"21.0","13",,
"False","326","323",,,"24.0","13",,
"False","330","335",,,"12.0","13",,
"False","331","335",,,"15.0","13",,
"False","332","335",,,"18.0","13",,
"False","333","335",,,"21.0","13",,
"False","334","335",,,"9.0","13",,
"False","335","0",,,"Grass Dynapro 16","25",,
"False","336","341",,,"18.0","13",,
"False","337","341",,,"21.0","13",,
"False","338","341",,,"24.0","13",,
"False","339","341",,,"27.0","13",,
"False","340","341",,,"30.0","13",,
"False","341","0",,,"Grass Dynapro HD 16","25",,
"False","342","343",,,"200.0","13",,
"False","343","0",,,"Blum Aventos HF-2870-Bottom","25",,
"False","344","343",,,"0.0","26",,
"False","345","346",,,"200.0","13",,
"False","346","0",,,"Blum Aventos HF-2870-TopTop","25",,
"False","347","348",,,"200.0","13",,
"False","348","0",,,"Blum Aventos HF-2870-TopSide","25",,
"False","349","0",,,"Blum Aventos HF-2870-Top","25",,
"False","350","349",,,"0.0","26",,
"False","351","352",,,"200.0","13",,
"False","352","0",,,"Blum Aventos HF-5747-Bottom","25",,
"False","353","352",,,"0.0","26",,
"False","354","355",,,"200.0","13",,
"False","355","0",,,"Blum Aventos HF-5747-TopTop","25",,
"False","356","358",,,"200.0","13",,
"False","358","0",,,"Blum Aventos HF-5747-TopSide","25",,
"False","359","0",,,"Blum Aventos HF-5747-Top","25",,
"False","360","359",,,"0.0","26",,
"False","361","362",,,"200.0","13",,
"False","362","0",,,"Blum Aventos HK","25",,
"False","363","362",,,"0.0","26",,
"False","364","365",,,"200.0","13",,
"False","365","0",,,"Blum Aventos HL","25",,
"False","366","365",,,"0.0","26",,
"False","367","365",,,"300.0","26",,
"False","368","365",,,"350.0","26",,
"False","369","365",,,"400.0","26",,
"False","370","365",,,"450.0","26",,
"False","371","365",,,"680.1","26",,
"False","372","376",,,"400.0","13",,
"False","373","376",,,"450.0","13",,
"False","374","376",,,"500.0","13",,
"False","375","376",,,"600.0","13",,
"False","376","0",,,"Lemans II Side","25",,
"False","377","381",,,"400.0","13",,
"False","378","381",,,"450.0","13",,
"False","379","381",,,"500.0","13",,
"False","380","381",,,"600.0","13",,
"False","381","0",,,"Lemans II Bottom","25",,
"False","382","0",,,"Lemans II Left","25",,
"False","383","0",,,"Lemans II Right","25",,
"False","384","385",,,"500.0","13",,
"False","385","0",,,"Magic Corner II Side","25",,
"False","386","387",,,"500.0","13",,
"False","387","0",,,"Magic Corner II Bottom","25",,
"False","388","0",,,"Magic Corner II Left","25",,
"False","389","0",,,"Magic Corner II Right","25",,
"False","390","391",,,"200.0","13",,
"False","391","0",,,"Blum Aventos HK-XS Side","25",,
"False","392","393",,,"200.0","13",,
"False","393","0",,,"Blum Aventos HK-XS","25",,
"False","394","393",,,"0.0","26",,
"False","395","0",,,"Hafele Dispensa","25",,
"False","396","397",,,"550.0","13",,
"False","397","0",,,"Hafele Dispensa Top","25",,
"False","398","0",,,"Hafele Dispensa Bottom","25",,
"False","399","398",,,"550.0","13",,
"False","400","395",,,"0.0","26",,
"False","401","406",,,"300.0","13",,
"False","402","406",,,"400.0","13",,
"False","403","406",,,"450.0","13",,
"False","404","406",,,"500.0","13",,
"False","405","406",,,"550.0","13",,
"False","406","0",,,"Domicile Vision","25",,
"False","407","406",,,"116.0","26",,
"False","408","406",,,"167.0","26",,
"False","409","406",,,"199.0","26",,
"False","410","406",,,"84.0","26",,
"False","411","406",,,"116.0","29",,
"False","412","406",,,"167.0","29",,
"False","413","406",,,"199.0","29",,
"False","414","406",,,"84.0","29",,
"False","415","406",,,"300.0","30",,
"False","416","406",,,"350.0","30",,
"False","417","406",,,"400.0","30",,
"False","418","406",,,"450.0","30",,
"False","419","406",,,"500.0","30",,
"False","420","406",,,"550.0","30",,
"False","421","0",,,"Pocket Screw","34",,
"False","423","0",,,"Grass XP H95","25",,
"False","424","423",,,"350.0","13",,
"False","425","423",,,"400.0","13",,
"False","426","423",,,"450.0","13",,
"False","427","423",,,"500.0","13",,
"False","428","423",,,"550.0","13",,
"False","429","423",,,"600.0","13",,
"False","430","423",,,"650.0","13",,
"False","431","423",,,"68.0","26",,
"False","432","423",,,"164.0","26",,
"False","435","423",,,"300.0","13",,
"False","436","0",,,"Blum MetaBox","25",,
"False","437","0",,,"Blum TandemBox","25",,
"False","438","0",,,"Blum 230m","25",,
"False","439","0",,,"Hafele MOOVIT","25",,
"False","440","0",,,"Blum Legrabox","25",,
"False","441","0",,,"Cabineo","36",,
"False","442","0",,,"Minifix","36",,
"False","444","0",,,"Pocket Screw","36",,
"False","445","0",,,"Rafix","36",,
"False","446","0",,,"Screw","36",,
"False","447","0",,,"Shelf Lock","36",,
"False","448","0",,,,"37",,
"False","449","0",,,,"37",,
"False","450","0",,,,"37",,
"False","451","0",,,,"37",,
"False","452","0",,,,"37",,
"False","453","0",,,,"37",,
"False","454","0",,,,"37",,
"False","455","0",,,,"37",,
"False","456","0",,,,"37",,
"False","457","0",,,,"37",,
"False","458","0",,,,"37",,
"False","459","0",,,,"37",,
"False","460","0",,,,"37",,
"False","461","0",,,"","37",,
"False","462","0",,,"Dowel 8mm","36",,
"False","463","0",,,"Pen Mark","34",,
"False","464","0",,,"Cabineo Cap","34",,
"False","465","0","V-1230PH",,"V-1230PH","34",,
"False","466","0","V-1230RH",,"V-1230RH","34",,
"False","467","0",,,"","37",,
"False","468","0",,,"V-1230NP (PH)","36",,
"False","469","0",,,"V-1230NP (RH)","36",,
"False","470","0",,,"V-1230NP-25","34",,
"False","471","0",,,"V-1230NP","36",,
"False","472","0",,,"","37",,
"False","473","0",,,"V-0930PC","36",,
"False","474","0",,,"V-1230PC","36",,
"False","475","0",,,"V-0930PC","34",,
"False","476","0",,,"V-1230PC","34",,
"False","477","0",,,"","37",,
"False","478","0",,,"","37",,
"False","479","0",,,"V-1230 (PH)","36",,
"False","480","0",,,"V-1230 (RH)","36",,
"False","481","0",,,"","37",,
"False","482","0",,,"","37",,
"False","483","0",,,"V-0930 (PH)","36",,
"False","484","0",,,"V-0930 (RH)","36",,
"False","485","0",,,"","37",,
"False","486","0","V-0930PH",,"V-0930PH","34",,
"False","487","0","V-0930RH",,"V-0930RH","34",,
"False","488","0",,,"","37",,
"False","489","0","V-1240PH",,"V-1240PH","34",,
"False","490","0","V-1240RH",,"V-1240RH","34",,
"False","491","0",,,"V-1240 (PH)","36",,
"False","492","0",,,"V-1240 (RH)","36",,
"False","493","0",,,"","37",,
"False","494","0",,,"","37",,
"False","495","0",,,"V-1230PD-20","36",,
"False","496","0",,,"V-1230PD-20 (PH)","36",,
"False","497","0",,,"V-1230PD-10","36",,
"False","498","0",,,"V-1230PD-10 (PH)","36",,
"False","499","0",,,"V-1230RD-25 (RH)","36",,
"False","501","0",,,"V-1230PD","34",,
"False","502","0",,,"","37",,
"False","503","0",,,"","37",,
"False","504","0",,,"","37",,
"False","505","0",,,"","37",,
"False","506","0",,,"","37",,
"False","507","0",,,"Cabineo w/Cap","36",,
"False","508","0",,,"","37",,
"False","509","0",,,"Pen Mark","36",,
"False","510","0",,,"","37",,
"False","511","0",,,"Divario","36",,
"False","512","0",,,"Tenso","36",,
"False","513","0",,,"","37",,
"False","514","0",,,"","37",,
"False","515","0",,,"Zeta Pin 5mm","36",,
"False","516","0",,,"","37",,
"False","517","0",,,"Dowel 5mm","36",,
"False","518","0",,,"","37",,
"False","519","0",,,"Hafele Matrix Slim","25",,
"False","520","519",,,"250.0","13",,
"False","521","519",,,"270.0","13",,
"False","522","519",,,"300.0","13",,
"False","523","519",,,"350.0","13",,
"False","524","519",,,"400.0","13",,
"False","525","519",,,"450.0","13",,
"False","526","519",,,"500.0","13",,
"False","527","519",,,"550.0","13",,
"False","528","519",,,"101.0","26",,
"False","529","519",,,"148.0","26",,
"False","530","519",,,"63.0","26",,
"False","531","519",,,"101.0","29",,
"False","532","519",,,"148.0","29",,
"False","533","519",,,"63.0","29",,
"False","534","46",,,"280.0","13",,
"False","535","0",,,"Blum Fixed Overlay","28",,
"False","536","0",,,"Blum Inset","28",,
"False","537","0",,,"Blum Half Overlay","28",,
"False","538","0",,,"Blum Full Overlay","28",,
"False","539","0",,,"Center hole","33",,
"False","540","0",,,"Blum Aventos HK Top","25",,
"False","541","540",,,"200.0","13",,
"False","542","540",,,"0.0","26",,
"False","543","0",,,"","37",,
"False","544","0",,,"Clamex Key","36",,
"False","545","0",,,"Zeta Pin 8mm","36",,
"False","546","0",,,"","37",,
"False","547","0",,,"","37",,
"False","548","0",,,"Formed Javabox","25",,
"False","549","548",,,"300.0","13",,
"False","550","548",,,"350.0","13",,
"False","551","548",,,"400.0","13",,
"False","552","548",,,"450.0","13",,
"False","553","548",,,"500.0","13",,
"False","554","548",,,"63.0","26",,
"False","555","548",,,"101.0","26",,
"False","556","548",,,"148.0","26",,
"False","557","0",,,"Blum Antaro","25",,
"False","558","557",,,"270.0","13",,
"False","559","557",,,"300.0","13",,
"False","560","557",,,"350.0","13",,
"False","561","557",,,"400.0","13",,
"False","562","557",,,"450.0","13",,
"False","563","557",,,"500.0","13",,
"False","564","557",,,"550.0","13",,
"False","565","557",,,"600.0","13",,
"False","566","557",,,"650.0","13",,
"False","567","557",,,"116.0","26",,
"False","568","557",,,"167.0","26",,
"False","569","557",,,"199.0","26",,
"False","570","557",,,"69.0","26",,
"False","571","557",,,"84.0","26",,
"False","572","46",,,"116.0","29",,
"False","573","557",,,"167.0","29",,
"False","574","557",,,"199.0","29",,
"False","575","557",,,"69.0","29",,
"False","576","557",,,"84.0","29",,
"False","577","0",,,"Blum Aventos HK-S","25",,
"False","578","577",,,"200.0","13",,
"False","579","577",,,"0.0","26",,
"False","580","440",,,"101.0","26",,
"False","581","440",,,"101.0","29",,
"False","582","440",,,"39.0","26",,
"False","583","440",,,"39.0","29",,
"False","584","0",,,"Blum Movento 766H","25",,
"False","585","584",,,"450.0","13",,
"False","586","584",,,"500.0","13",,
"False","587","584",,,"520.0","13",,
"False","588","584",,,"550.0","13",,
"False","589","584",,,"600.0","13",,
"False","590","584",,,"580.0","13",,
"False","591","584",,,"650.0","13",,
"False","592","584",,,"700.0","13",,
"False","593","584",,,"750.0","13",,
"False","594","0",,,"Hettich AvanTech","25",,
"False","595","594",,,"270.0","13",,
"False","596","594",,,"300.0","13",,
"False","597","594",,,"350.0","13",,
"False","598","594",,,"400.0","13",,
"False","599","594",,,"450.0","13",,
"False","600","594",,,"500.0","13",,
"False","601","594",,,"550.0","13",,
"False","602","594",,,"600.0","13",,
"False","603","594",,,"650.0","13",,
"False","604","594",,,"54.0","26",,
"False","605","594",,,"92.0","26",,
"False","606","594",,,"140.5","26",,
"False","607","594",,,"204.5","26",,
"False","608","594",,,"204.5","29",,
"False","609","594",,,"140.5","29",,
"False","610","594",,,"92.0","29",,
"False","611","594",,,"54.0","29",,
"False","613","0",,,"KV Smart Slide","25",,
"False","614","613",,,"12.0","13",,
"False","615","613",,,"15.0","13",,
"False","616","613",,,"18.0","13",,
"False","617","613",,,"21.0","13",,
"False","618","0",,,"KV Smart Slide","25",,
"False","619","618",,,"12.0","13",,
"False","620","618",,,"15.0","13",,
"False","621","618",,,"18.0","13",,
"False","622","618",,,"21.0","13",,
"False","623","0",,,"Peanut","34",,
"False","624","0",,,"Peanut 1","36",,
"False","625","0",,,,"37",,
"False","626","0",,,"Peanut 2","36",,
"False","627","0",,,,"37",,
"False","628","0",,,"Peanut 3","36",,
"False","629","0",,,,"37",,
"False","630","0",,,"Grass Dynapro","25",,
"False","631","630",,,"250.0","13",,
"False","632","630",,,"300.0","13",,
"False","633","630",,,"350.0","13",,
"False","634","630",,,"400.0","13",,
"False","635","630",,,"450.0","13",,
"False","636","630",,,"500.0","13",,
"False","637","630",,,"550.0","13",,
"False","638","630",,,"600.0","13",,
"False","639","0",,,"Domino 13","36",,
"False","640","0",,,"Domino 19","36",,
"False","641","0",,,"Domino 23","36",,
"False","642","0","Domino 4x13mm",,"Domino 4x13","34",,
"False","643","0","Domino 4x19mm",,"Domino 4x19","34",,
"False","644","0","Domino 4x23mm",,"Domino 4x23","34",,
"False","645","0","Domino 5x13mm",,"Domino 5x13","34",,
"False","646","0","Domino 5x19mm",,"Domino 5x19","34",,
"False","647","0","Domino 5x23mm",,"Domino 5x23","34",,
"False","648","0","Domino 6x13mm",,"Domino 6x13","34",,
"False","649","0","Domino 6x23mm",,"Domino 6x23","34",,
"False","650","0","Domino 6x19mm",,"Domino 6x19","34",,
"False","651","0",,,"","37",,
"False","652","0",,,"","37",,
"False","653","0",,,"","37",,
"False","654","0",,,"","37",,
"False","655","0",,,"","37",,
"False","656","0",,,"","37",,
"False","657","0",,,"","37",,
"False","658","0",,,"","37",,
"False","659","0",,,"","37",,
"False","660","0",,,"Hettich Quadro V6 Imperial","25",,
"False","661","660",,,"9.0","13",,
"False","662","660",,,"12.0","13",,
"False","663","660",,,"15.0","13",,
"False","664","660",,,"18.0","13",,
"False","665","660",,,"21.0","13",,
"False","666","660",,,"24.0","13",,
"False","667","0",,,"Horizontal Hinge Clip","15",,
"False","668","0",,,"Hafele Matrix P50-92","25",,
"False","669","668",,,"270.0","13",,
"False","670","668",,,"300.0","13",,
"False","671","668",,,"350.0","13",,
"False","672","668",,,"400.0","13",,
"False","673","668",,,"450.0","13",,
"False","674","668",,,"500.0","13",,
"False","675","668",,,"550.0","13",,
"False","676","668",,,"600.0","13",,
"False","677","668",,,"650.0","13",,
"False","678","668",,,"92.0","29",,
"False","679","668",,,"92.0","26",,
"False","680","0",,,"Hafele Matrix P50-157 Ext Sides","25",,
"False","681","680",,,"270.0","13",,
"False","682","680",,,"300.0","13",,
"False","683","680",,,"350.0","13",,
"False","684","680",,,"400.0","13",,
"False","685","680",,,"450.0","13",,
"False","686","680",,,"500.0","13",,
"False","687","680",,,"550.0","13",,
"False","688","680",,,"600.0","13",,
"False","689","680",,,"650.0","13",,
"False","690","680",,,"92.0","29",,
"False","691","680",,,"92.0","26",,
"False","693","0",,,"Salice Futura A7555","25",,
"False","704","693",,,"305.0","13",,
"False","705","693",,,"381.0","13",,
"False","706","693",,,"457.0","13",,
"False","707","693",,,"533.0","13",,
"False","708","693",,,"229.0","13",,
"False","709","693",,,"229.0","30",,
"False","710","0",,,"Axilo round","31",,
"False","754","0",,,"Accuride C9301","25",,
"False","755","754",,,"22.0","13",,
"False","756","754",,,"24.0","13",,
"False","757","754",,,"26.0","13",,
"False","758","754",,,"28.0","13",,
"False","759","754",,,"18.0","13",,
"False","760","754",,,"20.0","13",,
"False","761","754",,,"22.0","32",,
"False","762","754",,,"18.0","32",,
"False","763","754",,,"20.0","32",,
"False","764","754",,,"24.0","32",,
"False","765","754",,,"26.0","32",,
"False","766","754",,,"28.0","32",,
"False","767","754",,,"16.0","13",,
"False","768","754",,,"16.0","32",,
"False","769","0",,,"192-252","33",,
"False","770","0",,,"96-108","33",,
